Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
Battery,CR2032-BS-6-1,BAT-TH_CR2032-BS-6-1,140,-140,0,top
C79,0.1uF,C_0603_1608Metric,157.75,-96.5,180,top
C80,0.1uF,C_0603_1608Metric,156,-99.75,90,top
C120,10uF,C_1206_3216Metric,158,-99.75,90,top
FPC1,FPC-05F-6PH20,FPC-SMD_6P-P0.50_XUNPU_FPC-05F-6PH20,162.94,-99,90,top
R1,4.7K,R_0603_1608Metric,159.5,-105,-135,top
U26,L80RE-M37,GPSM-SMD_12P-L16.0-W16.0-P2.54-BL,140,-100,90,top
